"pinyinnum","pinyintone","pinyinnone","traditional","simplified","MC","OC","radsup","morph","variant","Kroll","zdic","note"
"bin1~lang2","bīn~láng","bin~lang","檳榔","槟榔","pjin~lang","NA~NA","木","NOTIDEOPHONE","NA","areca palm, beteal palm (cf. Malay pinang)","植物名。棕櫚科檳榔屬，常綠喬木。高三丈多，葉為羽狀複葉，幹似椰子而細，栽種五年，才能結實，形似肉荳𦸅。一幹有三、四穗，每穗結實三、四百顆，味澀而微甘。將果實切開，加入石灰、荖花食之，有強齒、消食、健胃的功用。產於東印度等地。或作「賓門」、「賓郎」。","plant; also pron. bing?"
"bo2~lu2","bó~lú","bo~lu","欂櫨","欂栌","pak~lu","NA~NA","木","NOTIDEOPHONE","NA","bracket-arm and cap-block of column that supports roofbeams","柱上承梁的短木。淮南子．本經：「標枺欂櫨，以相支持。」唐．韓愈．進學解：「欂櫨侏儒，椳闑扂楔。」亦稱為「斗拱」。","NA"
"chan2~qiang1","chán~qiāng","chan~qiang","欃槍","欃枪","dzream~tsrhaeng","NA~NA","木","NOTIDEOPHONE","NA","sharpened spearhead comet","彗星的別名。爾雅．釋天：「彗星為欃槍。」見「彗星」條。","astronomy; 槍 qiang1 read as cheng1"
"chan2~tan2","chán~tán","chan~tan","欃檀","欃檀","dzream~dan","NA~NA","木","NOTIDEOPHONE","NA","(Sanskrit) candana sandalwood","NA","plant"
"lü2~he2","lǘ~hé","lü~he","氀毼","氀毼","lju~hat","NA~NA","毛","NOTIDEOPHONE","NA","wool as textile fabric","NA","clothing"
"ping2~pi4","píng~pì","ping~pi","洴澼","洴澼","beng~phek","NA~NA","水","NOTIDEOPHONE","NA","bleach silk","NA","NA"
"guo3~ran2","guǒ~rán","guo~ran","猓然","猓然","kwaX~nyen","NA~*[n]a[n]","犬","NOTIDEOPHONE","猓燃","proboscis monkey (Nasalis larvatus)","NA","animal"
"mei2~gui1","méi~guī","mei~gui","玫瑰","玫瑰","mwoj~kwoj","NA~*[k]ˤuj","玉","NOTIDEOPHONE","NA","dark mica; rose (Rosa rugosa)","植物名。薔薇科薔薇屬，直立灌木。幹健壯，密生有剛毛及刺。葉互生，呈橢圓形以至橢圓狀倒卵形，邊緣有鋸齒，表面暗綠色有光澤。花單生或數朵聚生，有紅、白、黃等顏色。果實扁球形，紅磚色，一般供觀賞，果實可食，花可製香水及藥用。亦稱為「刺客」。一種赤色的美石。文選．司馬相如．子虛賦：「其石則赤玉玫瑰，琳玟昆吾。」","geology, plant"
"bo1~li2","bō~lí","bo~li","玻璃","玻璃","pha~lje","NA~NA","玉","NOTIDEOPHONE","NA","transparent or lightly tinted glass","用白砂、石灰石、碳酸鈉、碳酸鉀等混合起來，加高熱燒融，冷卻後製成的堅硬物質。有透明與半透明兩種，可以製成鏡子、窗戶等各種用具。","glass"
"liu2~li2","liú~lí","liu~li","琉璃","琉璃","ljuw~lje","NA~NA","玉","NOTIDEOPHONE","NA","opaque colored glass","青色的寶石。後漢書．卷八十八．西域傳．大秦傳：「土多金銀奇寶，有夜光璧、明月珠、駭雞犀、珊瑚、虎魄、琉璃、琅玕、朱丹、青碧。」亦作「流離」。用扁青石，即鋁和鈉的硅酸化合物燒鍊成的物體，多為青色和黃色。可加在黏土的外層，再燒製成缸、瓦、盆等。亦稱為「火齊」。","jewel"
"lang2~gan1","láng~gān","lang~gan","琅玕","琅玕","lang~kan","*[r]ˤaŋ~NA","玉","NOTIDEOPHONE","瑯玕","gemstone from distant lands or supernatural regions","圓潤如珠的美玉。文選．張衡．四愁詩之二：「美人贈我金琅玕，何以報之雙玉盤。」亦稱為「瓓玕」、「玕琅」。比喻華美的詞藻或佳文。唐．韓愈．齪齪詩：「排雲叫閶闔，披腹呈琅玕。」比喻美竹。唐．元稹．種竹詩：「可憐亭亭幹，一一青琅玕。」亦作「瑯玕」。比喻光滑美好的竹子。明．劉兌．金童玉女嬌紅記：「珊珊，驀聽的竹響瑯玕。」亦作「琅玕」。","mythology, geology"
"hu3~po4","hǔ~pò","hu~po","琥珀","琥珀","xuX~phaek","NA~NA","玉","NOTIDEOPHONE","NA","amber","古代松柏等樹脂的化石。為淡黃色、褐色或赤褐色的半透明固體，光澤美麗，質脆，燃燒時有香氣。可製琥珀酸和各種漆，也可做飾物。或作「丹珀」、「丹魄」、「虎魄」。書名。由英國女作家溫索爾所作的歷史小說，以十七世紀的英國為背景，描寫復辟前後英國人的各種生活層面。書中女主角名琥珀，意謂如寶石琥珀般閃爍著懾人的光澤，故書名琥珀。","jewel"
"dai4~mao4","dài~mào","dai~mao","瑇瑁","瑇瑁","dojH~mawH","NA~NA","玉","NOTIDEOPHONE","玳瑁、毒冒","hawksbill turtle (Eretmochelys imbricata); tortoise shell used in ornamentation","NA","animal"
"hu2~lian2","hú~lián","hu~lian","瑚璉","瑚琏","hu~ljenX","NA~NA","玉","NOTIDEOPHONE","NA","a ritual vessel for sacrificial offerings of grain in ancestral temple","宗廟裡用來盛黍稷的禮器。論語．公冶長：「子貢問曰：『賜也何如？』子曰：『女器也。』曰：『何器也？』曰：『瑚璉也。』」","tool"
"ma3~nao3","mǎ~nǎo","ma~nao","瑪瑙","玛瑙","maeX~nawX","NA~NA","玉","NOTIDEOPHONE","馬腦","agate","一種礦物。為結晶石英、石髓及蛋白石的混合物。有赤、白、灰各色相間，成平行環狀波紋，中心部的空隙常附著有石英結晶，可作飾物。或稱為「碼碯」、「文石」。","geology"
"ling2~di4","líng~dì","ling~di","瓴甋","瓴甋","leng~tek","NA~NA","瓦","NOTIDEOPHONE","NA","square brick for tiling, a cobblestone","磚塊。晉．張協．雜詩三首之三：「瓴甋夸璵璠，魚目笑明月。」","tool"
"ou1~tuo1","ōu~tuō","ou~tuo","甌脫","瓯脱","'uw~thwat","NA~NA","NA","NOTIDEOPHONE","NA","Xiongnu word for earthen habitations, like a yurt","NA","HOUSE"
"chi4~zong4","chì~zòng","chi~zong","瘈瘲","瘈瘲","tsyhejH~tsjowngH","*ke[t]-s (dialect: no palatalization)~NA","疒","NOTIDEOPHONE","NA","convulsions of hand and feet","中醫上稱一種小兒驚風的症狀。發作時，手足時伸時縮，不停搐動。","medical"
"deng1~li4","dēng~lì","deng~li","登利","登利","tong~lijH","*k-tˤəŋ~*C.ri[t]-s","NA","NOTIDEOPHONE","NA","transcription of Turkic tängri, heavn(ly) > god of heaven","NA","mythology"
"lu2~ju2","lú~jú","lu~ju","盧橘","卢橘","lu~kwjit","NA~*[s.k]ʷi[t]","NA","NOTIDEOPHONE","NA","loquat (Eriobotrya japonica)","NA","plant"
"jian1~zhu1","jiān~zhū","jian~zhu","礛諸","礛诸","keam~tsyo","NA~*ta","NA","NOTIDEOPHONE","NA","buffstone for polishing jade or other precious stones","NA","tool"
"jun4~lu4","jùn~lù","jun~lu","箘簬","箘簬","gin~luH","NA~NA","竹","NOTIDEOPHONE","NA","species of bamboo used in the making of arrows","植物名。一種竹子，細長而無節，可以用來製作弓箭。","plant"
"kong1~hou2","kōng~hóu","kong~hou","箜篌","箜篌","khuwng~huw","NA~NA","竹","NOTIDEOPHONE","NA","in Han texts this refers to a kind of zithern; harp or small vertical chordophone of Central Asian origin","樂器名。古代一種弦樂器。形狀似瑟而較小，弦數不一，少至五根，多至二十五根。用木撥彈奏。或稱為「空侯」、「坎侯」。","tool"
"ju4~nü4","jù~nǜ","ju~nü","粔籹","粔籹","gjoX~njoX","*[N]-k(r)aʔ~*nraʔ","米","NOTIDEOPHONE","NA","ring-cake, dough-twist dipped in honey-water mixture and fried","用蜜和米麵煎製而成的環形糕餅。為古代冬寒時的一種食品。楚辭．宋玉．招魂：「粔籹蜜餌，有餦餭些。」宋．陸游．九里詩：「陌上鞦韆喧笑語，擔頭粔籹簇青紅。」","food"
"jie2~liao2","jié~liáo","jie~liao","結遼","结辽","ket~lew","*kˤi[t]~NA","NA","NOTIDEOPHONE","NA","hill myna bird (Gracula religiosa)","NA","bird"
"jie2~gu3","jié~gǔ","jie~gu","結骨","结骨","ket~kwot","*kˤi[t]~*kˤut","NA","NOTIDEOPHONE","NA","Kirghiz, a common Tang name of a Turkic people centered on upper Yenisei River valley","NA","ethnicity"
"fu2~si1","fú~sī","fu~si","罘罳","罘罳","bjuw~si","NA~NA","罒","NOTIDEOPHONE","NA","screened area outside the doorway to court where a subject might have a last private moment of introspection before entering for audience with the ruler","宮闕中花格似網或有孔的屏風。以鏤木做成。漢書．卷四．文帝紀：「六月癸酉，未央宮東闕罘罳災。」亦作「罦罳」。獵網。漢．武帝．柏梁詩：「走狗逐兔張罘罳，齧妃女脣甘如飴。」亦作「罦罳」。","cf. 復思 fu2si1 introspection"
"ji4~bin1","jì~bīn","ji~bin","罽賓","罽宾","kjejH~pjin","*[k](r)[a][t]-s~*pi[n]","NA","NOTIDEOPHONE","NA","old name for Kashmir (< Sanskrit kasmira, Tibetan kaspara)","國名。位居西域，所轄地域因時代而異，約在今阿富汗東北、喀什米爾一帶。以農業及製作金銀銅鐵器物為主。為佛教大乘派的發源地，漢代以後有許多僧人來中國傳教譯經。","place name"
"pang2~guang1","páng~guāng","pang~guang","膀胱","膀胱","bang~kwang","NA~NA","月","NOTIDEOPHONE","NA","bladder","泌尿系統中儲尿的器官。為肌肉與膜質形成的囊，呈卵圓形，位於骨盤腔的前方，腹腔的下方。或稱為「尿胞」、「尿脬」。","NA"
"meng2~chong1","méng~chōng","meng~chong","艨艟","艨艟","muwng~tsyhowng","NA~NA","舟","NOTIDEOPHONE","NA","a warship like cutter or corvette long and narrow covered with cowhide","一種古代戰艦。南史．卷五十五．蔡道恭傳：「魏軍攻之，晝夜不息，乃作大車載土，四面俱前，欲以填塹。道恭塹內列艨艟鬥艦以待之。」三國演義．第三十八回：「陳就、鄧龍各引一隊艨艟截住沔口，艨艟上各設強弩千餘張。」近戰艦、戰船見「蒙衝」條。","tool"
"fu2~rong2","fú~róng","fu~rong","芙蓉","芙蓉","bju~yowng","NA~NA","艸","NOTIDEOPHONE","NA","lotus (Nelumbo nucifera) esp. fully opened","植物名。錦葵科木槿屬，落葉大灌木或亞喬木。高約五公尺，葉掌狀淺裂，表面有薄毛。晚秋的清晨開白、紅、黃各色花，黃昏時變為深紅色，大而美豔，可供觀賞，與葉均可入藥。或稱為「木芙蓉」。荷花的別名。見「荷花」條。","plant; synonymous with 芙蕖 fu2qu"
"fu2~qu2","fú~qú","fu~qu","芙蕖","芙蕖","bju~gjo","NA~NA","艸","NOTIDEOPHONE","NA","lotus (Nelumbo nucifera)","荷花的別名。見「荷花」條。","plant; synonymous with 芙蓉 fu2rong2"
"fu2~yi3","fú~yǐ","fu~yi","芣苢","芣苢","bjuw~yiX","NA~NA","艸","NOTIDEOPHONE","NA","chinese plantain (Plantango asiatica)","車前的別名。見「車前」條。詩經周南的篇名。共三章。根據詩序：「芣苢，后妃之美也。」或亦指為詠婦人採芣苢之詩。首章二句為：「采采芣苢，薄言采之。」芣苢，車前的別名。","plant"
"mu4~su4","mù~sù","mu~su","苜蓿","苜蓿","mjuwk~sjuwk","NA~NA","艸","NOTIDEOPHONE","NA","alfalfa (Medicago sativa), transcription from Iranian *buksuk or *buxsux","植物名。豆科苜蓿屬，二年生草本。葉互生，有柄，小葉倒卵形或倒心臟形，先端圓形或凹入。春天由葉腋抽花梗，開黃色蝶形花。莢果螺旋形，邊緣具毛狀突起。可供蔬食、飼料、肥料等用。或稱為「光風」、「懷風」、「金花菜」、「草頭」。","loanword, plant"
"ju1~po4","jū~pò","ju~po","苴蒪","苴蒪","tsjo~phak","NA~NA","艸","NOTIDEOPHONE","NA","myoga ginger (Zingiber mioga)","NA","plant, synonymous with 蘘荷"
"yin1~chen2","yīn~chén","yin~chen","茵蔯","茵蔯","jin~drin","NA~NA","艸","NOTIDEOPHONE","NA","capillary wormwood (Artemisia capillaris)","NA","plant"
"lang2~dang4","láng~dàng","lang~dang","莨菪","莨菪","langH~dangH","NA~NA","艸","NOTIDEOPHONE","NA","henbane (Hyoscyamus niger)","NA","plant, 莨 lang4 also lang2 (MC lang)"
"han4~dan4","hàn~dàn","han~dan","菡萏","菡萏","homX~domX","NA~*rˤomʔ","艸","NOTIDEOPHONE","NA","unopened lotus; lotus knop (Nelumbo nucifera)","荷花的別名。見「荷花」條。","plant"
"chang2~chu3","cháng~chǔ","chang~chu","萇楚","苌楚","drjang~tsrhjoX","NA~*[s.r̥]aʔ","NA","NOTIDEOPHONE","NA","kiwi fruit; chinese gooseberry (actinidia chinensis)","楊桃的別名。見「楊桃」條。","plant; synonymous with 羊桃 or 獼猴桃"
"dong3~lang2","dǒng~láng","dong~lang","董蓈","董蓈","tuwng~langX","NA~NA","艸","NOTIDEOPHONE","NA","fountain-grass, foxtail-grass (Pennisetum alopecuroide)","NA","plant, syn. With 狼尾草"
"hu2~lu2","hú~lú","hu~lu","葫蘆","葫芦","hu~lu","*[g]ˤa~*C.rˤa","艸","NOTIDEOPHONE","NA","bottle gourd, calabash (Lagenaria siceraria)","壺蘆的別名。見「壺蘆」條。葫蘆的果實。古人常挖出其瓤，空其中作為貯酒的器具。唐．馮贄．雲仙雜記．卷四．弄蘆成詩：「王筠好弄葫蘆，每吟詩，則注於葫，傾已復注，若擲之於地，則詩成矣。」亦作「胡盧」。","plant"
"ji2~li2","jí~lí","ji~li","蒺藜","蒺藜","dzit~lej","NA~NA","艸","NOTIDEOPHONE","NA","tackweed (Tribulus terrestris), red-headed centipede (Scolopendra morsitans)","植物名。蒺藜科蒺藜屬，一年生草本。莖匍匐於地，葉為羽狀複葉，夏開小黃花，果實有刺。種子可入藥，具滋補作用。生長於海濱沙地。或稱為「升推」。","plant - synonymous with 茨 ci2; insect"
"bi4~ba2","bì~bá","bi~ba","蓽茇","荜茇","pjit~bat","NA~*m-pˤ[a]t","艸","NOTIDEOPHONE","蓽撥","long pepper (piper longum)","NA","plant"
"bi4~li4","bì~lì","bi~li","薜荔","薜荔","bejH~lejH","NA~*[r]ˤep-s","艸","NOTIDEOPHONE","NA","creeping fig (ficus pumila)","植物名。桑科榕屬，常綠蔓莖灌木。葉橢圓，花細而隱於花托中。果實浸出的黏液可製造涼粉及清涼飲料。可入藥。亦稱為「木蓮」。餓鬼。譯自胡語。佛教六道之一。這類眾生由於過去世所造的惡業，招致投生為餓鬼，常處在極度飢餓的狀態。放光般若經．卷三：「我當為泥犁、薜荔中罪人所受苦痛，我當為眾生代受無央數劫苦痛。」亦稱為「餓鬼」。","plant"
"ji4~ni3","jì~nǐ","ji~ni","薺苨","荠苨","dzejX~nejX","*dzˤ[ə]jʔ~NA","艸","NOTIDEOPHONE","NA","root of panicled lady-bells (Adenophora remotiflora)","NA","plant"
"lu2~fu2","lú~fú","lu~fu","蘆菔","芦菔","lu~bjuwk","*C.rˤa~NA","艸","NOTIDEOPHONE","NA","daikon, white radish (Raphanus sativus)","蘿蔔。說文解字：「服，蘆菔，似蕪菁，實如小尗者。」段玉裁．注：「今之蘿蔔也。」後漢書．卷十一．劉盆子傳：「幽閉殿內，掘庭中蘆菔根。」","plant, synonymous with 蘿菔 and 萊菔"
"ji4~ru2","jì~rú","ji~ru","蘮蒘","蘮蒘","kjejH~nrjo","NA~NA","艸","NOTIDEOPHONE","NA","osmorhiza (Osmorhiza aristata)","植物名。一種草。爾雅．釋草：「蘮蒘，竊衣。」郭璞．注：「似芹，可食。子大如麥，兩兩相合，有毛，著人衣。」","plant"
"mi2~wu2","mí~wú","mi~wu","蘼蕪","蘼芜","mi~mju","NA~*m(r)a","艸","NOTIDEOPHONE","NA","hamlock, parsely, selina (Conioselinum chinense)","植物名。繖形科假蛇床子屬，多年生草本。莖高尺許，葉為羽狀複葉，以芹葉而分裂更細，風乾後可以做香料。花白色。古人相信蘼蕪可使婦人多子。亦稱為「江蘺」、「茳蘺」。","plant"
"luo2~le4","luó~lè","luo~le","蘿勒","萝勒","la~lok","NA~*[r]ˤək","NA","NOTIDEOPHONE","蘿艻","sweet basil (Ocimum basilicum)","NA","plant"
"luo2~bo2","luó~bó","luo~bo","蘿蔔","萝蔔","la~bok","NA~NA","艸","NOTIDEOPHONE","NA","radish (Raphanus sativa)","植物名。十字花科萊菔屬，一年生或二年生草本。莖高尺餘，根呈長圓柱形或球形，皮白色或紅色。葉作羽狀分裂，有鋸齒。春日梢上開花，花色淡紫或白，花後結生細長角果。根多肉質，可食，有利尿助消化的功效。根的皮肉為白色者，稱為「白蘿蔔」；根的皮肉呈紅色者，稱為「紅蘿蔔」。亦稱為「萊菔」、「蘆菔」、「菜頭」。","plant"
"hu3~luo4","hǔ~luò","hu~luo","虎落","虎落","xuX~lak","*qʰˤraʔ (W dialect: *qˤʰr- >r̥ˤ- > x-)~*kə.rˤak","NA","NOTIDEOPHONE","NA","palisades of constructed wood or bamboo (military defense)","NA","architecture"
"han1~man2","hān~mán","han~man","虷蠻","虷蛮","han~maen","NA~*mˤro[n]","虫","NOTIDEOPHONE","NA","mosquito larvae","NA","insect"
"chi3~huo4","chǐ~huò","chi~huo","蚇蠖","蚇蠖","tsyhek~'wak","NA~NA","虫","NOTIDEOPHONE","NA","inchworm","NA","NA"
"ling2~qiong2","líng~qióng","ling~qiong","蛉窮","蛉穷","leng~gjuwng","NA~*[g](r)uŋ","NA","NOTIDEOPHONE","NA","spider centipede (Cermatiae)","NA","insect, synonymous 蚰蜒 you2yan2"
"ge2~jie4","gé~jiè","ge~jie","蛤蚧","蛤蚧","kop~keajH","NA~NA","虫","NOTIDEOPHONE","NA","gecko (Gekko gecko)","動物名。爬蟲綱有鱗目。長四、五寸，首如蝦蟆，背綠色，與蜥蜴同類異種。以此浸酒稱為「蛤蚧酒」，可作藥用。","animal, 蛤 ge2 also ha2 (MC hae)"
"jia2~die2","jiá~dié","jia~die","蛺蝶","蛱蝶","keap~deap","NA~*lˤep","虫","NOTIDEOPHONE","NA","butterfly","動物名。節肢動物門昆蟲綱鱗翅目蛺蝶科。成蟲軀幹黑、藍兩色相間，下面灰褐色，翅赤黃有黑紋。吃麻類植物葉子，對農作物有害。","synonymous with 蝴蝶; N.B. similarity with 浹渫 xia2die2"
"fu2~you2","fú~yóu","fu~you","蜉蝣","蜉蝣","bjuw~yuw","*[b](r)u~NA","虫","NOTIDEOPHONE","NA","mayfly (Ephemeroptera)","動物名。蟲類。長六、七分，頭似蜻蛉而略小，有四翅，體細而狹。夏秋之交，多近水而飛，往往數小時即死。或作「浮游」、「浮蝣」。詩經曹風的篇名。共三章。根據詩序：「蜉蝣，刺奢也。」首章二句為「蜉蝣之羽，衣裳楚楚。」","insect"
"jing1~li2","jīng~lí","jing~li","蜻蜊","蜻蜊","tsjeng~lij","NA~NA","虫","NOTIDEOPHONE","NA","cricket","NA","insect"
"qing1~ting2","qīng~tíng","qing~ting","蜻蜓","蜻蜓","tsheng~theng","NA~NA","虫","NOTIDEOPHONE","NA","dragonfly","動物名。昆蟲綱蜻蛉目。身體細長，頭部有複眼一對，胸部背面有膜質翅兩對，前後翅的大小及形狀不同。生活於水邊，捕食蚊蠅為生，是一種益蟲。雌的以尾點水產卵水中。幼蟲為水蠆。泛稱為「青蛉」。","insect"
